Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,3901.52524483216,2867.22942525824,3338.65515761704,3916.05165601696,4583.5844993381,5765.04843935797,6473.4354520108,5980.25830430715,6447.46353907816,6293.30438711993,5994.52827686543,6594.71746509376,13317.7298342014,15159.1411456575,18333.9459002641,22649.3793400813,19698.4920909142,19763.9637984737,21717.478393542,19729.8705111763
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,26861.7995866878,26960.9770963882,29526.1666015122,27553.1220287366,29992.2214710745,35351.3807065346,35650.7243420099,32835.9287666102,33368.1548509045,33440.8016200638,30743.5591735847,30751.6494603843,48816.8358639645,52041.0029728889,58501.1383160235,64181.9946654657,57895.5012246202,57647.668762065,61304.0612046553,58125.3648186912
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,768.799990622813,757.225970642153,762.376834339003,729.09501377449,756.58696054471,752.899758257618,733.813398852603,733.143645975501,736.503330155069,754.349735309685,762.883824303666,779.766786570768,910.364507373486,974.564237418055,1060.81494028965,1234.01335566559,1279.25194790974,1358.46050004911,1472.01420497368,1586.78013328429
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,2344.94448204126,2546.78311672765,2701.67177518751,2814.66917377317,3018.82053549374,3139.22453006343,3323.36947185287,3473.64861611003,3676.51669024455,3830.23004693343,4819.90003896174,4925.62977850087,5250.35256117448,5522.28561848027,5952.0566685762,6464.21728227854,6888.8560227246,6938.95214646406,7016.4478222936,6778.34404118843
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,984.691439573189,1327.45069351777,1510.02207522733,1704.85069690282,1871.6674311787,2072.68443950411,2258.2582587105,2400.1876645922,2551.90055717879,2575.56388144593,2802.41971450217,2862.15450653478,3681.06030149112,3836.47081823929,4647.31867151546,5011.05301748216,4952.68815137941,5451.0680613947,5759.0384543439,5968.82621798218
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,1491.40255736277,1623.98955697433,1690.1546674855,1729.3737086967,2028.19827744625,2135.63411861615,2159.15062948696,2361.59952041165,2300.40750530437,1584.46344346497,1451.2907755099,1903.74186759833,3021.94276733003,3350.78414231906,3590.7115134942,4274.94082062073,4255.55556311861,4657.30173745799,5223.37757490143,5702.16828789377
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,764.760681131055,640.850513525015,710.362406790335,774.910867286011,846.998073920824,963.557312774295,1063.43341585838,1211.29030763779,1286.79351390038,1351.6140100333,1461.01825941042,1402.75985433398,1196.73330850419,1409.17787522982,1681.31448106002,2061.61277225263,2349.28686465682,2668.03598826159,2816.66694347778,3226.13137881998
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,914.094639040289,998.012618818185,1104.3292257511,1270.26929049839,1462.65963243206,1699.93503011321,1827.8994280538,1956.09858932242,2093.48727134844,2158.14296547927,2259.88826938682,2363.27103113946,2874.25725626454,3108.59252933697,3358.42125185462,3569.33539344715,3431.28006791812,3547.07098315322,3821.33858985521,3921.72039511659
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,297.112876854198,284.096900400058,333.366786252115,325.155281448959,232.704755143562,316.402505859084,501.166418959303,921.852152557076,746.857169055519,1209.9376945195,1970.25122893884,2661.42147919706,13129.5981770095,15620.6404326044,19633.1601457759,28780.5764836217,21251.0626004464,22366.2939001749,28404.4275152161,28937.2988403147
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,..,..,150.952061464067,148.492789556595,168.90409794058,182.679605068748,216.554170767005,210.540257516117,223.396896564971,200.871844205962,199.813195113431,205.846035687116,262.074529800649,281.375017348319,299.111451823154,306.665143919595,404.196309045471,451.426693297243,544.462431141676,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,..,..,..,..,..,3044.37910879554,3352.73024968655,3619.94670373304,4052.29267186935,4148.06045833246,4070.03190359432,4498.95870413333,10338.3172625946,12595.414840361,16586.4079613909,18094.5473954875,14726.3139057181,14639.473302339,17453.7537611724,17421.887988526
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,253.34796072532,270.440330887059,203.341639558486,165.128126726559,125.128885469833,133.898602421809,144.69293499473,141.053555455594,124.677575181672,119.299988763872,124.050950453133,120.353115249751,161.876953908295,194.077993674435,243.628845484383,325.794900659893,380.264841033255,341.85895616943,355.588991513187,469.792303889824
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,24502.2575227229,24550.3897333885,22850.4429638732,24566.0638419718,35808.8298627485,40617.3049771172,46878.115456099,49625.4786680383,46429.9206292594,47381.5227624969,50910.4340505074,48695.1711837983
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,1834.99460934282,1881.58013475034,2057.39840026859,2166.05846345028,2383.91825955131,2540.75151834037,2714.24311986153,2641.06808047268,2070.16843332117,2408.16546581581,2076.01330767665,2038.89924111333,3658.61747680046,3750.03499077416,4079.22884156087,4178.32169073543,3369.85520485942,3651.9582906354,4351.91178054411,4543.8153581564
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,28380.548911275,25503.2152090109,22337.4871236912,17617.0304386654,20305.5835495475,26273.4659031066,25777.6412996396,24676.4970769622,25989.407503518,26178.7917845508,24253.2504245786,24913.2445163584,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46205.1660111855,50787.5649828531,47415.5598711351
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,21795.2378254833,21782.4162038013,23937.0569176208,22503.2608510696,23625.5289969556,27037.9721319292,27015.2589591084,24359.4250618537,25101.3687369434,24799.2960096043,22465.6418414637,22527.3177509504,34879.7263291899,36544.5085344191,41600.5839748157,45413.065712185,41631.1314123702,40705.7662299421,43807.4759032413,40838.024436834
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,16036.7308807556,16173.4858424675,17334.4007631356,17732.7484168018,16647.1582038702,18505.4593212225,18034.7537588535,15943.318904918,16530.1725080536,16299.2842798506,14530.2260236,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,6250.64321724727,5523.03492038688,5566.7947263746,4245.51424531316,3958.73828223364,4564.26938249995,5107.31688086843,4656.96790891356,3821.80855384837,3878.03185281526,4115.03678362345,3981.85878620242,6865.32349733016,7206.96840817941,8632.75695116356,10523.2702492172,8003.79074340784,9312.04946268888,11530.1472010731,10642.4322523013
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,345.854678362889,727.036958130153,729.054538582067,748.830252282885,720.11600371576,737.508733311847,774.052674308571,713.206183369744,725.008230908813,682.965714451699,637.1055214626,542.504283101316,433.291583107888,440.313938442306,519.95470925231,608.646438831853,549.539506668519,562.568166142471,516.984254988416,504.989013819816
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,1614.6401223992,1314.67067020404,757.223548505358,550.015542609225,517.087087940892,569.018138143296,670.461104809102,774.680203294323,805.272684520598,628.865651645466,691.997710105302,733.970414207347,1530.05752090499,1872.68041606715,2492.12877994527,3174.94900068643,2706.58851158173,2964.47704802208,3725.06322121592,4142.8691753655
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,22219.5725271486,23269.3817972445,26333.537444515,25488.5195189314,27087.5584535617,31729.6997633451,30564.2478058387,27045.7191273318,27340.6728848884,26795.9911316814,23718.746699471,23687.3168928198,34696.62091671,36447.8723183195,41814.8190965222,45699.1983232962,41732.707253158,41788.0447853084,45936.0812598523,44065.2489082767
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,402.588881651019,438.520372600581,414.561639703092,375.065333637944,333.217824990775,385.725260199644,403.919754828621,392.251816424239,416.326248548834,419.885550884737,264.702576168061,275.47237205944,501.72407455066,929.726628584054,1099.02231257957,1234.07990011094,1095.50323245528,1323.09914056856,1587.19087274761,1641.82592182439
