Country;Year;Total GHG Emissions Including LUCF
Comoros;2012;0.602732508
Dem. Rep. Congo;1990;2.018.696.354
Dem. Rep. Congo;1991;2.003.891.174
Dem. Rep. Congo;1992;2.004.229.753
Dem. Rep. Congo;1993;2.004.575.672
Dem. Rep. Congo;1994;2.004.481.671
Dem. Rep. Congo;1995;200.442.771
Dem. Rep. Congo;1996;2.007.321.642
Dem. Rep. Congo;1997;2.063.152.594
Dem. Rep. Congo;1998;2.081.119.825
Dem. Rep. Congo;1999;2.012.220.577
Dem. Rep. Congo;2000;1.976.179.009
Dem. Rep. Congo;2001;194.500.274
Dem. Rep. Congo;2002;1.948.632.772
Dem. Rep. Congo;2003;1.984.621.904
Dem. Rep. Congo;2004;2.028.489.975
Dem. Rep. Congo;2005;2.021.857.387
Dem. Rep. Congo;2006;2.072.985.827
Dem. Rep. Congo;2007;1.986.317.208
Dem. Rep. Congo;2008;2.030.166.409
Dem. Rep. Congo;2009;2.047.401.429
Dem. Rep. Congo;2010;207.210.963
Dem. Rep. Congo;2011;2.083.490.786
Dem. Rep. Congo;2012;2.015.297.063
Rep. Congo;1990;1.378.342.696
Rep. Congo;1991;160.185.625
Rep. Congo;1992;1.599.906.804
Rep. Congo;1993;1.599.487.559
Rep. Congo;1994;1.588.407.713
Rep. Congo;1995;1.587.234.867
Rep. Congo;1996;1.582.031.979
Rep. Congo;1997;1.639.554.891
Rep. Congo;1998;1.629.345.202
Rep. Congo;1999;1.599.900.714
Rep. Congo;2000;1.571.802.426
Rep. Congo;2001;15.496.892
Rep. Congo;2002;1.526.170.174
Rep. Congo;2003;1.597.082.148
Rep. Congo;2004;1.611.027.122
Rep. Congo;2005;1.838.623.696
Rep. Congo;2006;1.669.947.328
Rep. Congo;2007;1.597.838.959
Rep. Congo;2008;165.114.959
Rep. Congo;2009;1.629.107.621
Rep. Congo;2010;1.617.071.653
Rep. Congo;2011;1.671.367.557
Rep. Congo;2012;1.771.687.662
Cook Islands;1990;0.070871747
Cook Islands;1991;0.050803025
Cook Islands;1992;0.071564304
Cook Islands;1993;0.054295582
Cook Islands;1994;0.07574686
Cook Islands;1995;0.057028139
Cook Islands;1996;0.058636084
Cook Islands;1997;0.07786403
Cook Islands;1998;0.057111975
Cook Islands;1999;0.083627921
Cook Islands;2000;0.062825867
Cook Islands;2001;0.085279312
Cook Islands;2002;0.080614757
Cook Islands;2003;0.079218203
Cook Islands;2004;0.100891648
Cook Islands;2005;0.107259093
Cook Islands;2006;0.104605859
Cook Islands;2007;0.103858624
Cook Islands;2008;0.106935389
Cook Islands;2009;0.106248154
Cook Islands;2010;0.10550092
Cook Islands;2011;0.105102371
Cook Islands;2012;0.185427822
Costa Rica;1990;1.445.541.315
Costa Rica;1991;1.470.350.382
Costa Rica;1992;1.579.548.048
Costa Rica;1993;1.585.317.515
Costa Rica;1994;1.626.398.581
Costa Rica;1995;1.587.456.248
Costa Rica;1996;1.570.187.121
Costa Rica;1997;1.576.881.994
Costa Rica;1998;1.646.755.867
Costa Rica;1999;1.623.355.541
Costa Rica;2000;1.603.993.614
Costa Rica;2001;2.572.895.832
Costa Rica;2002;2.514.045.528
Costa Rica;2003;2.940.199.224
Costa Rica;2004;319.219.892
Costa Rica;2005;4.069.290.615
Costa Rica;2006;3.936.527.409
Costa Rica;2007;5.327.744.203
Costa Rica;2008;5.631.326.997
Costa Rica;2009;4.984.757.791
Costa Rica;2010;5.158.412.585
Costa Rica;2011;5.711.165.602
Costa Rica;2012;4.972.700.619
Cote d'Ivoire;1990;246.532.875
Cote d'Ivoire;1991;1.837.529.465
Cote d'Ivoire;1992;188.720.158
Cote d'Ivoire;1993;1.946.848.895
Cote d'Ivoire;1994;204.787.741
Cote d'Ivoire;1995;2.109.195.525
Cote d'Ivoire;1996;2.030.032.238
Cote d'Ivoire;1997;2.046.292.551
Cote d'Ivoire;1998;1.947.688.464
Cote d'Ivoire;1999;2.003.404.178
Cote d'Ivoire;2000;1.851.570.891
Cote d'Ivoire;2001;1.529.065.827
Cote d'Ivoire;2002;1.647.288.764
Cote d'Ivoire;2003;1.542.058.701
Cote d'Ivoire;2004;1.519.077.637
Cote d'Ivoire;2005;1.729.546.574
Cote d'Ivoire;2006;3.189.804.491
Cote d'Ivoire;2007;3.219.941.009
Cote d'Ivoire;2008;3.334.788.526
Cote d'Ivoire;2009;3.303.489.643
Cote d'Ivoire;2010;335.445.416
Cote d'Ivoire;2011;3.358.714.833
Cote d'Ivoire;2012;3.577.640.906
Croatia;1990;2.688.534.129
Croatia;1991;2.073.079.764
Croatia;1992;227.702.995
Croatia;1993;1.127.635.973
Croatia;1994;1.033.070.395
Croatia;1995;1.063.332.018
Croatia;1996;1.039.988.359
Croatia;1997;1.251.018.699
Croatia;1998;133.339.624
Croatia;1999;1.340.491.781
Croatia;2000;1.289.385.121
Croatia;2001;1.420.365.467
Croatia;2002;1.554.240.814
Croatia;2003;170.709.616
Croatia;2004;1.693.536.706
Croatia;2005;1.696.712.853
Croatia;2006;1.771.189.221
Croatia;2007;190.846.179
Croatia;2008;1.830.271.558
Croatia;2009;1.558.759.926
Croatia;2010;1.480.752.295
Croatia;2011;1.481.087.665
Croatia;2012;1.175.396.235
Cuba;1990;3.848.534.087
Cuba;1991;2.254.712.436
Cuba;1992;1.629.136.186
Cuba;1993;1.220.051.335
Cuba;1994;1.311.909.684
Cuba;1995;1.342.169.634
Cuba;1996;1.548.703.168
Cuba;1997;1.766.155.102
Cuba;1998;1.681.445.837
Cuba;1999;1.686.229.171
Cuba;2000;1.686.584.105
Cuba;2001;1.999.401.398
Cuba;2002;1.827.526.491
Cuba;2003;1.729.474.783
Cuba;2004;1.643.372.076
Cuba;2005;1.634.906.969
Cuba;2006;3.103.060.259
Cuba;2007;3.202.847.148
Cuba;2008;3.089.350.638
Cuba;2009;3.883.524.928
Cuba;2010;3.606.999.417
Cuba;2011;3.533.095.667
Cuba;2012;3.479.227.717
Cyprus;1990;4.992.680.352
Cyprus;1991;5.489.366.487
Cyprus;1992;5.843.322.622
Cyprus;1993;6.027.434.757
Cyprus;1994;6.236.080.892
Cyprus;1995;6.121.811.027
Cyprus;1996;643.700.414
Cyprus;1997;6.506.041.254
Cyprus;1998;7.009.086.367
Cyprus;1999;7.251.303.481
Cyprus;2000;7.581.180.594
Cyprus;2001;7.434.120.388
Cyprus;2002;7.663.356.182
Cyprus;2003;8.475.259.976
Cyprus;2004;8.370.223.771
Cyprus;2005;8.543.279.565
Cyprus;2006;859.397.988
Cyprus;2007;8.958.166.195
Cyprus;2008;9.123.236.511
Cyprus;2009;8.860.196.826
Cyprus;2010;8.586.135.141
Cyprus;2011;8.380.270.565
Cyprus;2012;7.223.029.989
Czech Republic;1990;1.669.666.553
Czech Republic;1991;1.527.790.849
Czech Republic;1992;1.475.257.656
Czech Republic;1993;1.527.341.371
Czech Republic;1994;1.329.013.526
Czech Republic;1995;1.345.645.061
Czech Republic;1996;136.576.462
Czech Republic;1997;1.335.290.778
Czech Republic;1998;1.259.360.217
Czech Republic;1999;1.195.181.676
Czech Republic;2000;1.300.943.395
Czech Republic;2001;1.305.420.571
Czech Republic;2002;1.256.019.208
Czech Republic;2003;1.293.912.264
Czech Republic;2004;1.306.477
Czech Republic;2005;1.277.066.337
Czech Republic;2006;1.288.001.276
Czech Republic;2007;1.310.158.036
Czech Republic;2008;1.258.139.936
Czech Republic;2009;1.178.546.195
Czech Republic;2010;1.216.552.995
Czech Republic;2011;120.596.207
Czech Republic;2012;1.153.365.564
Denmark;1990;6.741.193.633
Denmark;1991;7.707.280.141
Denmark;1992;7.110.510.649
Denmark;1993;7.376.113.757
Denmark;1994;7.756.584.466
Denmark;1995;7.452.737.174
Denmark;1996;87.820.386
Denmark;1997;7.840.186.026
Denmark;1998;7.433.742.252
Denmark;1999;7.101.911.078
Denmark;2000;6.690.298.104
Denmark;2001;6.191.913.287
Denmark;2002;611.068.967
Denmark;2003;6.625.965.853
Denmark;2004;6.010.213.436
Denmark;2005;5.615.866.019
Denmark;2006;7.193.239.251
Denmark;2007;6.733.569.483
Denmark;2008;6.424.496.315
Denmark;2009;6.173.653.147
Denmark;2010;626.624.078
Denmark;2011;5.722.574.749
Denmark;2012;5.233.321.239
Djibouti;1990;0.948420821
Djibouti;1991;0.957321817
Djibouti;1992;0.972620813
Djibouti;1993;0.99958381
Djibouti;1994;1.015.116.806
Djibouti;1995;1.051.629.802
Djibouti;1996;1.088.065.805
Djibouti;1997;1.056.209.808
Djibouti;1998;109.794.581
Djibouti;1999;1.156.345.813
Djibouti;2000;1.101.809.816
Djibouti;2001;1.064.345.046
Djibouti;2002;1.145.308.276
Djibouti;2003;1.171.987.507
Djibouti;2004;1.161.572.737
Djibouti;2005;1.174.699.967
Djibouti;2006;1.165.442.953
Djibouti;2007;1.212.907.939
Djibouti;2008;1.254.314.925
Djibouti;2009;1.223.411.911
Djibouti;2010;1.282.118.897
Djibouti;2011;1.241.148.514
Djibouti;2012;2.575.220.132
Dominica;1990;0.120491322
Dominica;1991;0.120522615
Dominica;1992;0.095443908
Dominica;1993;0.125069201
Dominica;1994;0.132938494
Dominica;1995;0.115901787
Dominica;1996;0.134197043
Dominica;1997;0.143558298
Dominica;1998;0.115377553
Dominica;1999;0.146374808
Dominica;2000;0.169922063
Dominica;2001;0.206010596
Dominica;2002;0.217295128
Dominica;2003;0.23008366
Dominica;2004;0.200796192
Dominica;2005;0.232586724
Dominica;2006;0.296253948
Dominica;2007;0.312679173
Dominica;2008;0.315596397
Dominica;2009;0.307377621
Dominica;2010;0.314876846
Dominica;2011;0.304890387
Dominica;2012;0.318659928
Dominican Republic;1990;1.857.406.774
Dominican Republic;1991;1.614.294.542
Dominican Republic;1992;1.783.578.909
Dominican Republic;1993;1.785.911.877
Dominican Republic;1994;1.974.512.444
Dominican Republic;1995;2.072.850.212
Dominican Republic;1996;2.178.207.741
Dominican Republic;1997;2.357.716.071
Dominican Republic;1998;2.431.266.001
Dominican Republic;1999;244.390.213
Dominican Republic;2000;253.525.906
Dominican Republic;2001;2.562.840.278
Dominican Republic;2002;2.798.280.497
Dominican Republic;2003;2.668.560.915
Dominican Republic;2004;2.614.783.734
Dominican Republic;2005;2.819.459.952
Dominican Republic;2006;2.985.611.207
Dominican Republic;2007;3.069.992.662
Dominican Republic;2008;3.099.446.916
Dominican Republic;2009;3.056.310.371
Dominican Republic;2010;3.168.495.226
Dominican Republic;2011;3.188.979.162
Dominican Republic;2012;3.118.440.898
Ecuador;1990;1.086.603.388
Ecuador;1991;1.098.764.722
Ecuador;1992;1.116.181.695
Ecuador;1993;1.113.659.709
Ecuador;1994;1.129.637.722
Ecuador;1995;1.161.818.156
Ecuador;1996;1.206.098.985
Ecuador;1997;1.214.103.154
Ecuador;1998;1.231.035.944
Ecuador;1999;1.174.917.093
Ecuador;2000;1.185.894.402
Ecuador;2001;1.231.456.723
Ecuador;2002;1.234.132.944
Ecuador;2003;1.234.564.985
Ecuador;2004;1.260.663.266
Ecuador;2005;1.277.736.747
Ecuador;2006;1.297.412.243
Ecuador;2007;1.294.806.539
Ecuador;2008;1.318.059.595
Ecuador;2009;133.917.459
Ecuador;2010;1.368.023.866
Ecuador;2011;1.370.468.221
Ecuador;2012;1.381.583.334
Egypt;1990;123.706.579
Egypt;1991;1.277.400.934
Egypt;1992;1.319.641.157
Egypt;1993;1.336.810.021
Egypt;1994;1.279.704.585
Egypt;1995;1.364.610.969
Egypt;1996;1.433.902.664
Egypt;1997;1.526.324.359
Egypt;1998;1.600.846.495
Egypt;1999;169.089.955
Egypt;2000;1.693.210.085
Egypt;2001;1.813.482.482
Egypt;2002;1.902.232.859
Egypt;2003;1.978.334.236
Egypt;2004;2.101.321.113
Egypt;2005;230.932.801
Egypt;2006;2.398.579.785
Egypt;2007;2.558.722.081
Egypt;2008;2.674.902.616
Egypt;2009;2.716.760.312
Egypt;2010;2.749.370.767
Egypt;2011;2.811.215.557
Egypt;2012;2.879.734.207
El Salvador;1990;8.246.400.293
El Salvador;1991;8.981.059.169
El Salvador;1992;9.334.808.044
El Salvador;1993;991.904.692
El Salvador;1994;105.078.018
El Salvador;1995;1.081.795.067
El Salvador;1996;1.076.217.308
El Salvador;1997;1.157.293.349
El Salvador;1998;1.168.317.789
El Salvador;1999;118.587.383
El Salvador;2000;1.172.764.871
El Salvador;2001;1.253.111.707
El Salvador;2002;1.272.988.543
El Salvador;2003;1.309.689.979
El Salvador;2004;1.319.541.015
El Salvador;2005;1.363.984.651
El Salvador;2006;1.394.145.975
El Salvador;2007;14.577.183
El Salvador;2008;1.399.798.024
El Salvador;2009;1.381.231.948
El Salvador;2010;1.341.758.873
El Salvador;2011;1.335.000.776
El Salvador;2012;1.306.858.479
Equatorial Guinea;1990;5.587.970.655
Equatorial Guinea;1991;5.702.473.976
Equatorial Guinea;1992;5.757.085.297
Equatorial Guinea;1993;6.611.906.618
Equatorial Guinea;1994;6.585.859.938
Equatorial Guinea;1995;6.721.059.259
Equatorial Guinea;1996;8.420.269.693
Equatorial Guinea;1997;9.854.858.126
Equatorial Guinea;1998;1.098.902.856
Equatorial Guinea;1999;1.260.239.299
Equatorial Guinea;2000;1.390.066.343
Equatorial Guinea;2001;1.586.280.494
Equatorial Guinea;2002;1.802.576.845
Equatorial Guinea;2003;2.162.682.196
Equatorial Guinea;2004;2.405.680.947
Equatorial Guinea;2005;2.490.539.298
Equatorial Guinea;2006;2.543.714.944
Equatorial Guinea;2007;253.248.539
Equatorial Guinea;2008;2.506.377.836
Equatorial Guinea;2009;2.570.735.882
Equatorial Guinea;2010;2.557.038.928
Equatorial Guinea;2011;2.618.984.951
Equatorial Guinea;2012;2.618.013.974
Eritrea;1990;
Eritrea;1991;
Eritrea;1992;2.858.370.452
Eritrea;1993;5.786.994.589
Eritrea;1994;6.509.452.726
Eritrea;1995;6.655.520.864
Eritrea;1996;6.997.955.735
Eritrea;1997;7.294.732.607
Eritrea;1998;7.200.683.478
Eritrea;1999;721.155.235
Eritrea;2000;7.193.251.222
Eritrea;2001;7.066.349.121
Eritrea;2002;6.957.237.021
Eritrea;2003;706.437.492
Eritrea;2004;706.922.282
Eritrea;2005;705.589.072
Eritrea;2006;6.819.663.615
Eritrea;2007;695.785.651
Eritrea;2008;6.839.019.404
Eritrea;2009;6.790.902.299
Eritrea;2010;6.812.905.194
Eritrea;2011;6.924.569.435
Eritrea;2012;6.982.769.676
Estonia;1990;3.829.948.933
Estonia;1991;3.453.018.226
Estonia;1992;3.506.948.856
Estonia;1993;3.010.531.067
Estonia;1994;2.930.427.678
Estonia;1995;275.073.929
Estonia;1996;2.841.599.734
Estonia;1997;2.807.911.778
Estonia;1998;2.759.487.222
Estonia;1999;2.653.892.266
Estonia;2000;263.234.971
Estonia;2001;2.591.206.622
Estonia;2002;2.551.937.733
Estonia;2003;2.746.173.045
Estonia;2004;2.769.370.957
Estonia;2005;2.788.278.869
Estonia;2006;2.753.334.922
Estonia;2007;3.127.977.376
Estonia;2008;2.977.959.229
Estonia;2009;2.638.538.483
Estonia;2010;3.021.512.936
Estonia;2011;2.924.645.067
Estonia;2012;2.985.633.797
Ethiopia;1990;1.322.217.699
Ethiopia;1991;1.357.976.111
Ethiopia;1992;1.311.032.122
Ethiopia;1993;7.604.253.134
Ethiopia;1994;9.025.542.345
Ethiopia;1995;9.089.265.557
Ethiopia;1996;9.376.857.688
Ethiopia;1997;9.717.414.618
Ethiopia;1998;1.031.109.835
Ethiopia;1999;1.039.454.408
Ethiopia;2000;1.005.586.401
Ethiopia;2001;1.028.248.149
Ethiopia;2002;1.122.627.118
Ethiopia;2003;1.111.405.466
Ethiopia;2004;1.130.334.135
Ethiopia;2005;1.159.884.963
Ethiopia;2006;1.198.087.092
Ethiopia;2007;1.285.514.081
Ethiopia;2008;1.326.026.449
Ethiopia;2009;1.367.321.778
Ethiopia;2010;1.414.126.547
Ethiopia;2011;1.411.363.394
Ethiopia;2012;1.438.746.081
European Union (15);1990;39.360.465
European Union (15);1991;3.870.188.415
European Union (15);1992;3.786.216.964
European Union (15);1993;3.719.089.011
European Union (15);1994;3.725.914.566
European Union (15);1995;3.751.038.952
European Union (15);1996;383.031.151
European Union (15);1997;3.757.506.623
European Union (15);1998;3.794.317.676
European Union (15);1999;3.758.856.537
European Union (15);2000;37.717.175
European Union (15);2001;3.783.388.129
European Union (15);2002;3.762.376.871
European Union (15);2003;3.826.967.549
European Union (15);2004;3.815.582.292
European Union (15);2005;3.779.407.318
European Union (15);2006;3.842.769.176
European Union (15);2007;3.781.941.135
European Union (15);2008;3.688.346.919
European Union (15);2009;3.421.266.297
European Union (15);2010;3.498.484.881
European Union (15);2011;3.363.622.149
European Union (15);2012;3.354.177.372
European Union (28);1990;5.138.521.424
European Union (28);1991;4.970.739.406
European Union (28);1992;4.843.884.166
European Union (28);1993;4.718.140.117
European Union (28);1994;4.671.487.585
European Union (28);1995;469.656.355
European Union (28);1996;480.078.567
European Union (28);1997;4.701.330.528
European Union (28);1998;4.686.332.156
European Union (28);1999;460.636.738
European Union (28);2000;4.608.536.124
European Union (28);2001;4.617.295.991
European Union (28);2002;457.544.376
European Union (28);2003;4.674.057.631
European Union (28);2004;4.663.990.904
European Union (28);2005;4.627.496.857
European Union (28);2006;4.690.312.335
European Union (28);2007;4.637.787.527
European Union (28);2008;4.526.062.582
European Union (28);2009;419.225.219
European Union (28);2010;4.295.101.994
European Union (28);2011;4.161.102.254
European Union (28);2012;412.264.041
Fiji;1990;2.133.447.263
Fiji;1991;1.255.632.231
Fiji;1992;1.308.661.199
Fiji;1993;1.416.352.167
Fiji;1994;1.512.249.136
Fiji;1995;1.612.148.104
Fiji;1996;1.635.499.706
Fiji;1997;1.486.797.308
Fiji;1998;144.049.091
Fiji;1999;1.487.148.512
Fiji;2000;1.530.386.114
Fiji;2001;1.692.944.402
Fiji;2002;1.407.530.691
Fiji;2003;1.381.230.979
Fiji;2004;1.694.603.268
Fiji;2005;1.912.661.557
Fiji;2006;1.535.648.082
Fiji;2007;1.390.086.607
Fiji;2008;1.284.201.132
Fiji;2009;1.050.389.657
Fiji;2010;1.474.158.183
Fiji;2011;1.429.982.404
Fiji;2012;1.726.562.625
Finland;1990;5.749.484.694
Finland;1991;5.146.535.075
Finland;1992;4.904.514.855
Finland;1993;4.988.390.036
Finland;1994;5.651.330.817
Finland;1995;5.102.775.997
Finland;1996;5.681.822.698
Finland;1997;5.422.033.399
Finland;1998;5.048.999.499
Finland;1999;49.398.888
Finland;2000;4.812.422.501
Finland;2001;6.093.063.801
Finland;2002;63.204.495
Finland;2003;7.097.322
Finland;2004;6.664.546.699
Finland;2005;5.431.591.799
Finland;2006;8.699.667.181
Finland;2007;8.471.288.164
Finland;2008;7.699.722.946
Finland;2009;7.440.588.129
Finland;2010;8.236.979.911
Finland;2011;7.539.865.799
Finland;2012;6.936.120.687
France;1990;4.968.353.252
France;1991;505.816.136
France;1992;4.883.583.689
France;1993;4.681.697.497
France;1994;4.654.079.925
France;1995;4.759.933.114
France;1996;490.125.288
France;1997;4.811.241.845
France;1998;5.042.730.951
France;1999;4.973.714.497
France;2000;4.889.087.083
France;2001;4.428.025.938
France;2002;4.327.523.933
France;2003;4.375.841.028
France;2004;4.365.790.043
France;2005;4.369.892.258
France;2006;4.831.834.512
France;2007;4.773.721.245
France;2008;4.699.827.079
France;2009;4.474.231.612
France;2010;4.532.815.286
France;2011;4.263.419.319
France;2012;4.323.958.925
Gabon;1990;7.104.315.531
Gabon;1991;7.307.322.326
Gabon;1992;7.608.549.122
Gabon;1993;7.762.083.917
Gabon;1994;7.536.066.713
Gabon;1995;7.712.629.508
Gabon;1996;7.528.996.603
Gabon;1997;7.375.215.699
Gabon;1998;7.191.116.794
Gabon;1999;679.759.589
Gabon;2000;6.330.496.985
Gabon;2001;617.711.557
Gabon;2002;5.976.416.155
Gabon;2003;609.011.874
Gabon;2004;6.202.231.325
Gabon;2005;637.208.391
Gabon;2006;5.794.669.045
Gabon;2007;576.587.818
Gabon;2008;5.881.363.315
Gabon;2009;597.310.045
Gabon;2010;6.170.287.585
Gabon;2011;6.991.004.738
Gabon;2012;6.954.793.892
Gambia;1990;3.919.435.013
Gambia;1991;3.612.977.302
Gambia;1992;3.718.711.591
Gambia;1993;383.666.788
Gambia;1994;3.984.002.169
Gambia;1995;4.124.904.458
Gambia;1996;4.229.624.529
Gambia;1997;43.286.346
Gambia;1998;4.483.874.672
Gambia;1999;4.823.178.743
Gambia;2000;4.930.628.814
Gambia;2001;5.008.576.161
Gambia;2002;5.068.701.509
Gambia;2003;5.194.720.857
Gambia;2004;5.504.678.204
Gambia;2005;5.627.097.552
Gambia;2006;595.148.911
Gambia;2007;6.069.024.667
Gambia;2008;6.291.300.225
Gambia;2009;6.689.633.783
Gambia;2010;6.876.189.341
Gambia;2011;6.751.530.336
Gambia;2012;6.882.637.332
Georgia;1990;4.481.477.156
Georgia;1991;3.562.310.736
Georgia;1992;3.172.538.693
Georgia;1993;2.186.042.458
Georgia;1994;1.428.122.222
Georgia;1995;1.058.332.787
Georgia;1996;9.244.794.606
Georgia;1997;8.789.589.345
Georgia;1998;8.659.644.084
Georgia;1999;8.625.404.824
Georgia;2000;9.373.413.563
Georgia;2001;8.554.514.946
Georgia;2002;7.823.484.329
Georgia;2003;7.854.519.712
Georgia;2004;8.030.809.094
Georgia;2005;8.755.436.477
Georgia;2006;9.166.947.105
Georgia;2007;9.649.777.732
Georgia;2008;874.901.836
Georgia;2009;9.562.756.987
Georgia;2010;9.035.633.615
Georgia;2011;1.046.126.356
Georgia;2012;1.078.226.751
Germany;1990;1.111.266.596
Germany;1991;1.068.328.169
Germany;1992;1.022.728.908
Germany;1993;1.011.418.694
Germany;1994;999.049.499
Germany;1995;9.944.563.344
Germany;1996;1.014.427.277
Germany;1997;9.785.270.979
Germany;1998;9.639.153.046
Germany;1999;9.262.790.814
Germany;2000;9.147.020.761
Germany;2001;942.377.306
Germany;2002;9.263.151.838
Germany;2003;9.247.158.637
Germany;2004;9.057.132.775
Germany;2005;8.870.898.394
Germany;2006;8.737.102.371
Germany;2007;8.411.195.409
Germany;2008;8.465.533.386
Germany;2009;7.878.363.603
Germany;2010;8.261.971.121
Germany;2011;7.979.125.159
Germany;2012;8.102.499.287
Ghana;1990;4.922.585.909
Ghana;1991;4.901.577.925
Ghana;1992;4.961.306.741
Ghana;1993;4.989.790.758
Ghana;1994;5.039.838.374
Ghana;1995;508.546.999
Ghana;1996;5.124.432.463
Ghana;1997;5.209.287.936
Ghana;1998;5.594.520.009
Ghana;1999;5.499.473.482
Ghana;2000;5.559.913.555
Ghana;2001;5.034.745.224
Ghana;2002;5.114.709.692
Ghana;2003;519.752.916
Ghana;2004;5.022.633.629
Ghana;2005;5.357.851.897
Ghana;2006;5.424.989.798
Ghana;2007;54.238.887
Ghana;2008;5.394.519.601
Ghana;2009;5.500.205.503
Ghana;2010;5.687.850.804
Ghana;2011;588.928.332
Ghana;2012;5.884.107.835
Greece;1990;9.835.330.384
Greece;1991;954.225.945
Greece;1992;9.691.536.115
Greece;1993;9.774.537.781
Greece;1994;9.986.783.247
Greece;1995;1.037.206.231
Greece;1996;104.095.593
Greece;1997;1.052.281.589
Greece;1998;1.090.243.468
Greece;1999;1.083.925.907
Greece;2000;1.163.836.186
Greece;2001;1.174.194.237
Greece;2002;1.168.011.689
Greece;2003;120.476.912
Greece;2004;1.195.963.651
Greece;2005;1.206.880.742
Greece;2006;1.184.017.529
Greece;2007;1.221.532.655
Greece;2008;1.178.419.862
Greece;2009;1.124.729.168
Greece;2010;1.056.936.355
Greece;2011;1.039.036.565
Greece;2012;9.830.510.158
Grenada;1990;1.567.970.102
Grenada;1991;1.582.405.356
Grenada;1992;1.600.654.611
Grenada;1993;1.615.239.865
Grenada;1994;1.644.651.119
Grenada;1995;1.666.684.373
Grenada;1996;1.682.158.555
Grenada;1997;1.708.714.736
Grenada;1998;1.724.278.917
Grenada;1999;1.754.909.098
Grenada;2000;1.762.505.279
Grenada;2001;2.127.627.992
Grenada;2002;2.148.238.704
Grenada;2003;2.168.789.416
Grenada;2004;2.167.126.129
Grenada;2005;2.187.436.841
Grenada;2006;1.684.604.021
Grenada;2007;1.702.433.201
Grenada;2008;1.734.698.381
Grenada;2009;173.769.156
Grenada;2010;175.462.074
Grenada;2011;1.756.587.083
Grenada;2012;1.944.335.425
Guatemala;1990;2.890.808.263
Guatemala;1991;2.789.344.648
Guatemala;1992;2.901.770.432
Guatemala;1993;2.958.571.417
Guatemala;1994;2.980.861.002
Guatemala;1995;3.079.264.787
Guatemala;1996;306.973.365
Guatemala;1997;3.107.599.513
Guatemala;1998;3.458.197.977
Guatemala;1999;333.268.704
Guatemala;2000;3.561.572.103
Guatemala;2001;3.472.692.161
Guatemala;2002;3.555.347.218
Guatemala;2003;3.850.002.276
Guatemala;2004;3.681.768.133
Guatemala;2005;405.659.999
Guatemala;2006;3.850.148.872
Guatemala;2007;4.060.256.353
Guatemala;2008;3.889.463.234
Guatemala;2009;4.136.573.716
Guatemala;2010;3.957.478.797
Guatemala;2011;3.980.628.685
Guatemala;2012;3.927.485.172
Guinea;1990;2.147.431.414
Guinea;1991;213.363.965
Guinea;1992;2.162.761.887
Guinea;1993;2.197.684.324
Guinea;1994;2.246.474.161
Guinea;1995;2.284.739.798
Guinea;1996;229.440.978
Guinea;1997;2.321.457.163
Guinea;1998;2.441.448.746
Guinea;1999;2.394.002.528
Guinea;2000;2.424.996.911
Guinea;2001;2.414.651.246
Guinea;2002;253.958.138
Guinea;2003;2.504.194.315
Guinea;2004;252.481.565
Guinea;2005;2.564.684.785
Guinea;2006;2.615.671.581
Guinea;2007;2.603.399.578
Guinea;2008;2.797.746.374
Guinea;2009;2.795.104.171
Guinea;2010;2.840.009.167
Guinea;2011;285.175.893
Guinea;2012;2.887.314.493
Guinea-Bissau;1990;2.836.154.704
Guinea-Bissau;1991;2.847.770.303
Guinea-Bissau;1992;2.882.305.902
Guinea-Bissau;1993;2.921.477.501
Guinea-Bissau;1994;2.943.669.099
Guinea-Bissau;1995;2.975.554.698
Guinea-Bissau;1996;2.938.032.622
Guinea-Bissau;1997;2.929.352.545
Guinea-Bissau;1998;3.054.816.469
Guinea-Bissau;1999;3.381.054.392
Guinea-Bissau;2000;3.102.326.315
Guinea-Bissau;2001;2.969.553.905
Guinea-Bissau;2002;2.983.021.495
Guinea-Bissau;2003;3.070.449.085
Guinea-Bissau;2004;2.943.930.675
Guinea-Bissau;2005;2.905.746.265
Guinea-Bissau;2006;3.891.745.222
Guinea-Bissau;2007;3.815.046.178
Guinea-Bissau;2008;3.839.727.134
Guinea-Bissau;2009;3.884.250.091
Guinea-Bissau;2010;4.034.119.047
Guinea-Bissau;2011;4.056.377.258
Guinea-Bissau;2012;4.426.919.468
Guyana;1990;6.299.741.715
Guyana;1991;6.502.611.626
Guyana;1992;6.477.625.538
Guyana;1993;6.582.895.449
Guyana;1994;6.898.247.361
Guyana;1995;7.180.905.273
Guyana;1996;7.192.746.779
Guyana;1997;7.308.334.285
Guyana;1998;7.855.819.791
Guyana;1999;7.234.985.297
Guyana;2000;6.908.950.803
Guyana;2001;6.840.997.748
Guyana;2002;6.758.614.693
Guyana;2003;7.979.431.639
Guyana;2004;7.062.002.584
Guyana;2005;733.639.753
Guyana;2006;6.749.000.557
Guyana;2007;7.058.879.585
Guyana;2008;7.213.308.612
Guyana;2009;749.714.964
Guyana;2010;7.081.320.668
Guyana;2011;7.191.482.864
Guyana;2012;763.708.306
Haiti;1990;4.997.091.439
Haiti;1991;5.024.509.001
Haiti;1992;5.385.090.563
Haiti;1993;5.028.958.126
Haiti;1994;4.495.021.688
Haiti;1995;525.456.125
Haiti;1996;5.483.639.109
